Datetime,Open,High,Low,Close,Volume
2026-05-21 09:25:00,1360.6,1361.4,1359.3,1359.7,152359
2026-05-21 09:30:00,1359.7,1360.3,1357.0,1357.3,167257
2026-05-21 09:35:00,1357.4,1359.6,1357.0,1359.1,172687
2026-05-21 09:40:00,1359.2,1359.2,1356.2,1359.0,248214
2026-05-21 09:45:00,1359.0,1359.5,1357.9,1358.6,214696
2026-05-21 09:50:00,1358.6,1360.4,1357.9,1359.3,163404
2026-05-21 09:55:00,1359.1,1360.0,1356.0,1356.1,211532
2026-05-21 10:00:00,1356.2,1357.8,1355.2,1356.3,177050
2026-05-21 10:05:00,1356.4,1356.5,1354.3,1354.7,137618
2026-05-21 10:10:00,1354.7,1356.6,1354.0,1356.4,132517
2026-05-21 10:15:00,1356.5,1359.0,1356.3,1358.7,110641
2026-05-21 10:20:00,1358.6,1359.3,1356.8,1357.1,161114
2026-05-21 10:25:00,1357.1,1357.6,1355.4,1356.0,129493
2026-05-21 10:30:00,1356.1,1356.7,1353.1,1353.2,211193
2026-05-21 10:35:00,1353.2,1354.0,1351.5,1353.5,207977
2026-05-21 10:40:00,1353.5,1355.5,1352.9,1355.3,117235
2026-05-21 10:45:00,1355.8,1356.3,1352.0,1352.5,220991
2026-05-21 10:50:00,1352.5,1353.4,1352.0,1352.6,98749
2026-05-21 10:55:00,1352.8,1353.4,1351.0,1351.1,145559
2026-05-21 11:00:00,1351.0,1351.2,1350.0,1350.4,197754
2026-05-21 11:05:00,1350.6,1351.3,1349.3,1351.3,144923
2026-05-21 11:10:00,1351.3,1351.6,1350.0,1350.0,129254
2026-05-21 11:15:00,1350.0,1350.9,1348.6,1350.9,136865
2026-05-21 11:20:00,1350.7,1352.4,1350.1,1352.2,193181
2026-05-21 11:25:00,1352.2,1353.9,1351.6,1353.5,133289
2026-05-21 11:30:00,1353.2,1353.6,1351.8,1353.1,232509
2026-05-21 11:35:00,1353.1,1353.9,1352.1,1353.8,103437
2026-05-21 11:40:00,1353.7,1354.0,1352.0,1353.5,139592
2026-05-21 11:45:00,1353.6,1354.2,1353.1,1353.9,148983
2026-05-21 11:50:00,1354.0,1357.0,1353.9,1356.1,184849
